INDICADORA_GEOG1;INDICADORA_A00;INDICADORA_A01;INDICADORA_B00;INDICADORA_C00;INDICADORA_C01;INDICADORA_D00;V916
76;10;;2;;4;1;8,5195087550191
76;10;;2;;4;2;30,8003764949103
76;10;;2;;4;3;17,5610560354045
76;10;;2;;4;10;8,2851091361445
76;10;;2;;4;11;6,4641997966361
76;;3;1;1;;1;922,321338780606
76;;3;1;1;;2;3257,8436925235177
76;;3;1;1;;3;7389,3098486248985
76;;3;1;1;;4;2589,0081028037926
76;;3;1;1;;5;1569,7994785168074
76;;3;1;1;;6;174,5781647109228
76;;3;1;1;;7;142,0805688371492
76;;3;1;1;;8;49,6156511803986
76;;3;1;1;;9;31,4990614008021
76;;3;1;1;;10;208,5567158283911
76;;3;1;1;;11;2954,1523581915173
76;;3;1;5;;1;1210,4157756076047
76;;3;1;5;;2;3140,8010075856611
76;;3;1;5;;3;3038,483373149328
76;;3;1;5;;4;1317,0361951629174
76;;3;1;5;;5;985,6431438659678
76;;3;1;5;;6;135,2816712551224
76;;3;1;5;;7;61,4418011180796
76;;3;1;5;;8;78,0373062479972
76;;3;1;5;;9;51,968393490505
76;;3;1;5;;11;1354,313287134727
76;;3;1;6;;2;16,6571996532441
76;;3;1;6;;3;111,1222952059318
76;;3;1;6;;4;202,5989446191098
76;;3;1;6;;5;138,651488133124
76;;3;1;6;;6;68,8471787910483
76;;3;1;6;;7;57,6914955116127
76;;3;1;6;;8;44,8468725690239
76;;3;1;6;;9;23,9637214456161
76;;3;1;6;;11;104,8072962711278
76;;3;1;7;;1;19,1635249017232
76;;3;1;7;;2;16,8432703655843
76;;3;1;7;;10;704,4836257136226
76;;3;1;8;;10;1740,0200272148948
76;;3;1;;2;1;69,9383323431342
76;;3;1;;2;2;1566,5652711629928
76;;3;1;;2;3;4932,004343616883
76;;3;1;;2;4;1517,6676742383215
76;;3;1;;2;5;785,1255198068627
76;;3;1;;2;6;77,3165288090197
76;;3;1;;2;7;30,9828194088684
76;;3;1;;2;8;35,021797985176
76;;3;1;;2;9;14,574981226615
76;;3;1;;2;11;1875,0933388127844
76;;3;1;;3;2;92,140252766709
76;;3;1;;3;3;600,5391867572139
76;;3;1;;3;4;779,17365115183
76;;3;1;;3;5;634,5044915477052
76;;3;1;;3;6;81,9115534956074
76;;3;1;;3;7;92,4900439111759
76;;3;1;;3;8;11,2498845417741
76;;3;1;;3;9;16,9240801741871
76;;3;1;;3;11;555,379457803217
76;;3;1;;4;1;852,3830064374718
76;;3;1;;4;2;1599,1381685938159
76;;3;1;;4;3;1856,7663182508016
76;;3;1;;4;4;292,1667774136411
76;;3;1;;4;5;150,1694671622395
76;;3;1;;4;6;15,3500824062957
76;;3;1;;4;7;18,6077055171049
76;;3;1;;4;8;3,3439686534485
76;;3;1;;4;10;208,5567158283911
76;;3;1;;4;11;523,6795615755159
76;;3;2;1;;1;1878,894170125416
76;;3;2;1;;2;5938,3832219976927
76;;3;2;1;;3;7227,262149476935
76;;3;2;1;;4;2231,7999384804443
76;;3;2;1;;5;1083,5575896486948
76;;3;2;1;;6;132,5439572710004
76;;3;2;1;;7;79,5920513341061
76;;3;2;1;;8;18,9683649423561
76;;3;2;1;;9;29,3627752571995
76;;3;2;1;;10;306,0612007476139
76;;3;2;1;;11;2292,1688113015566
76;;3;2;5;;1;1173,3235087889314
76;;3;2;5;;2;1823,3007386521212
76;;3;2;5;;3;1505,5627182904122
76;;3;2;5;;4;550,1299317612918
76;;3;2;5;;5;446,5662585314006
76;;3;2;5;;6;84,1988306718014
76;;3;2;5;;7;27,9091436757373
76;;3;2;5;;8;27,954173314601
76;;3;2;5;;9;36,7790926215514
76;;3;2;5;;11;370,8355669007345
76;;3;2;6;;2;53,0777683082553
76;;3;2;6;;3;97,5612741060019
76;;3;2;6;;4;91,990124971113
76;;3;2;6;;5;90,3408772763687
76;;3;2;6;;6;35,6674978952709
76;;3;2;6;;7;37,6829813935694
76;;3;2;6;;8;3,9931844048145
76;;3;2;6;;9;5,7003858618534
76;;3;2;6;;11;39,5245315458444
76;;3;2;7;;10;1237,5027406448224
76;;3;2;8;;10;1984,390945892281
76;;3;2;;2;1;113,6572320178047
76;;3;2;;2;2;3024,6668047559107
76;;3;2;;2;3;4890,8491100103033
76;;3;2;;2;4;1067,2081166941879
76;;3;2;;2;5;490,8904771133533
76;;3;2;;2;6;42,7502764705235
76;;3;2;;2;7;9,9753660157687
76;;3;2;;2;9;10,33670277526
76;;3;2;;2;11;1178,2691613607445
76;;3;2;;3;1;9,3463201864384
76;;3;2;;3;2;469,9891914717164
76;;3;2;;3;3;1268,2638113330664
76;;3;2;;3;4;1057,1788788526694
76;;3;2;;3;5;499,9607170588281
76;;3;2;;3;6;89,7936808004769
76;;3;2;;3;7;54,8205662408895
76;;3;2;;3;8;18,9683649423561
76;;3;2;;3;9;19,0260724819395
76;;3;2;;3;11;916,8589970425069
76;;3;2;;4;1;1755,8906179211729
76;;3;2;;4;2;2443,7272257700656
76;;3;2;;4;3;1068,1492281335653
76;;3;2;;4;4;107,412942933587
76;;3;2;;4;5;92,7063954765134
76;;3;2;;4;7;14,7961190774479
76;;3;2;;4;10;306,0612007476139
76;;3;2;;4;11;197,0406528983052
76;;4;1;1;;1;1908,7600399070287
76;;4;1;1;;2;10296,2410588883676
76;;4;1;1;;3;20413,2600350923209
76;;4;1;1;;4;3952,7902246288863
76;;4;1;1;;5;2133,2029050798873
76;;4;1;1;;6;220,2109444131931
76;;4;1;1;;7;132,7666195353143
76;;4;1;1;;8;55,7001802622837
76;;4;1;1;;9;29,1743181914986
76;;4;1;1;;10;557,5567369210979
76;;4;1;1;;11;6756,1546206840899
76;;4;1;5;;1;3354,3791749304764
76;;4;1;5;;2;8203,1187964750679
76;;4;1;5;;3;7415,1467225638304
76;;4;1;5;;4;2083,6076333453625
76;;4;1;5;;5;1228,5831707947365
76;;4;1;5;;6;76,7320832014796
76;;4;1;5;;7;92,8112274765924
76;;4;1;5;;8;10,0468756907881
76;;4;1;5;;9;61,4535108468739
76;;4;1;5;;11;2832,112799560435
76;;4;1;6;;2;57,07322030855
76;;4;1;6;;3;218,2695849927187
76;;4;1;6;;4;232,1413100095196
76;;4;1;6;;5;275,7603988904742
76;;4;1;6;;6;41,5829485885238
76;;4;1;6;;7;49,382432075174
76;;4;1;6;;8;31,2893803023344
76;;4;1;6;;9;52,6995450491361
76;;4;1;6;;11;147,8133338295097
76;;4;1;7;;2;7,0520170124694
76;;4;1;7;;3;7,1473140616594
76;;4;1;7;;10;1395,4631219457086
76;;4;1;8;;10;5485,1686413733167
76;;4;1;;2;1;200,3097382266128
76;;4;1;;2;2;4908,7597635909861
76;;4;1;;2;3;14697,5808325055503
76;;4;1;;2;4;2688,2568784968462
76;;4;1;;2;5;1231,1389942483852
76;;4;1;;2;6;139,6635809383068
76;;4;1;;2;7;94,7072874733697
76;;4;1;;2;8;44,3579280924336
76;;4;1;;2;9;9,9185139794585
76;;4;1;;2;11;4913,6513376820612
76;;4;1;;3;1;14,6390312977691
76;;4;1;;3;2;269,9506175000892
76;;4;1;;3;3;1210,6533520832134
76;;4;1;;3;4;837,7007533043652
76;;4;1;;3;5;637,4165937667885
76;;4;1;;3;6;52,8368145601665
76;;4;1;;3;7;38,0593320619446
76;;4;1;;3;8;11,3422521698501
76;;4;1;;3;9;9,7960091670616
76;;4;1;;3;11;749,4597526527064
76;;4;1;;4;1;1693,8112703826468
76;;4;1;;4;2;5117,5306777972923
76;;4;1;;4;3;4505,0258505035572
76;;4;1;;4;4;426,8325928276749
76;;4;1;;4;5;264,6473170647136
76;;4;1;;4;6;27,7105489147198
76;;4;1;;4;9;9,4597950449785
76;;4;1;;4;10;557,5567369210979
76;;4;1;;4;11;1093,0435303493223
76;;4;2;1;;1;4919,648588732655
76;;4;2;1;;2;15041,2905132250327
76;;4;2;1;;3;13191,1221047619754
76;;4;2;1;;4;2072,1250444349005
76;;4;2;1;;5;886,4484229471697
76;;4;2;1;;6;126,8881992539877
76;;4;2;1;;7;44,5227501871173
76;;4;2;1;;8;13,7541793094817
76;;4;2;1;;10;773,0477150877958
76;;4;2;1;;11;3191,6518689057831
76;;4;2;5;;1;2447,8779396850215
76;;4;2;5;;2;4548,923390364303
76;;4;2;5;;3;3012,4953051034937
76;;4;2;5;;4;672,4515180665768
76;;4;2;5;;5;367,3766274731309
76;;4;2;5;;6;67,1345661747194
76;;4;2;5;;7;36,4317799627106
76;;4;2;5;;8;11,6679650540368
76;;4;2;5;;9;18,0353913001292
76;;4;2;5;;11;788,3013959879872
76;;4;2;6;;2;54,6682985874391
76;;4;2;6;;3;137,8850446288665
76;;4;2;6;;4;107,1895475159413
76;;4;2;6;;5;101,7880644839814
76;;4;2;6;;6;14,4887787464919
76;;4;2;6;;7;41,4028216667336
76;;4;2;6;;8;10,709964391746
76;;4;2;6;;9;10,5592947349304
76;;4;2;6;;11;61,1398566065111
76;;4;2;7;;1;3,3508047289259
76;;4;2;7;;10;3009,8706318627187
76;;4;2;8;;10;5376,8043772303951
76;;4;2;;2;1;211,0607894410957
76;;4;2;;2;2;6855,8212215523801
76;;4;2;;2;3;8988,5367064260604
76;;4;2;;2;4;969,5165491177644
76;;4;2;;2;5;485,6491800626837
76;;4;2;;2;6;30,9609064254282
76;;4;2;;2;7;36,7537557983707
76;;4;2;;2;8;13,7541793094817
76;;4;2;;2;11;1843,890830165284
76;;4;2;;3;1;11,6467371682372
76;;4;2;;3;2;774,211086252245
76;;4;2;;3;3;1745,3361808630163
76;;4;2;;3;4;881,3573839091369
76;;4;2;;3;5;347,4763956695023
76;;4;2;;3;6;79,2748406619097
76;;4;2;;3;7;7,7689943887466
76;;4;2;;3;11;1051,2210138387718
76;;4;2;;4;1;4696,9410621233221
76;;4;2;;4;2;7411,2582054204076
76;;4;2;;4;3;2457,2492174728987
76;;4;2;;4;4;221,2511114079992
76;;4;2;;4;5;53,3228472149837
76;;4;2;;4;6;16,6524521666498
76;;4;2;;4;10;773,0477150877958
76;;4;2;;4;11;296,5400249017273
76;;5;1;1;;1;238,540965839447
76;;5;1;1;;2;1801,3107367997543
76;;5;1;1;;3;3413,3221307442046
76;;5;1;1;;4;1136,917777199104
76;;5;1;1;;5;702,3001980747326
76;;5;1;1;;6;119,7531780875292
76;;5;1;1;;7;60,5590521042155
76;;5;1;1;;8;41,3371727984533
76;;5;1;1;;9;36,480425834107
76;;5;1;1;;10;81,9829474048352
76;;5;1;1;;11;1371,7220944909785
76;;5;1;5;;1;318,4044359734778
76;;5;1;5;;2;789,302250714446
76;;5;1;5;;3;1073,844858772677
76;;5;1;5;;4;416,2318808693061
76;;5;1;5;;5;288,3042174276024
76;;5;1;5;;6;66,1010468984002
76;;5;1;5;;7;16,0427399215539
76;;5;1;5;;8;29,299709877567
76;;5;1;5;;9;27,0475292367027
76;;5;1;5;;11;546,8486627586419
76;;5;1;6;;2;10,373039210233
76;;5;1;6;;3;26,1837214909086
76;;5;1;6;;4;93,2083344994447
76;;5;1;6;;5;45,9783084570765
76;;5;1;6;;6;9,7351663009971
76;;5;1;6;;7;54,4348485551904
76;;5;1;6;;9;19,2604339169516
76;;5;1;6;;11;74,7403554399909
76;;5;1;7;;10;110,6210757465472
76;;5;1;8;;10;258,7749091818238
76;;5;1;;2;1;50,3421639659118
76;;5;1;;2;2;1028,1560538638101
76;;5;1;;2;3;2526,6144608953067
76;;5;1;;2;4;737,9460013459557
76;;5;1;;2;5;419,0717643381246
76;;5;1;;2;6;39,3148969491438
76;;5;1;;2;7;30,0825824417461
76;;5;1;;2;11;960,632186453534
76;;5;1;;3;2;38,3736369737918
76;;5;1;;3;3;191,62367296897
76;;5;1;;3;4;318,7076696564212
76;;5;1;;3;5;158,5525618190444
76;;5;1;;3;6;60,5967324869151
76;;5;1;;3;7;13,2468076475268
76;;5;1;;3;8;41,3371727984533
76;;5;1;;3;9;24,0948344913078
76;;5;1;;3;11;237,7330700517729
76;;5;1;;4;1;188,1988018735352
76;;5;1;;4;2;734,7810459621524
76;;5;1;;4;3;695,0839968799279
76;;5;1;;4;4;80,2641061967271
76;;5;1;;4;5;124,6758719175636
76;;5;1;;4;6;19,8415486514703
76;;5;1;;4;7;17,2296620149426
76;;5;1;;4;9;12,3855913427992
76;;5;1;;4;10;81,9829474048352
76;;5;1;;4;11;173,3568379856716
76;;5;2;1;;1;577,782434963202
76;;5;2;1;;2;2492,4335571913071
76;;5;2;1;;3;2970,1562802352686
76;;5;2;1;;4;806,4446937801871
76;;5;2;1;;5;400,2869770027778
76;;5;2;1;;6;69,0262604218688
76;;5;2;1;;7;66,4803597382882
76;;5;2;1;;8;8,9653574082829
76;;5;2;1;;9;11,0193090420718
76;;5;2;1;;10;147,7209822164728
76;;5;2;1;;11;770,5208072870278
76;;5;2;5;;1;292,8473356465107
76;;5;2;5;;2;502,9394070469468
76;;5;2;5;;3;544,6762554290962
76;;5;2;5;;4;216,7947979076516
76;;5;2;5;;5;69,84271086782
76;;5;2;5;;6;12,1415560982128
76;;5;2;5;;7;12,0559400649666
76;;5;2;5;;8;18,8955306578395
76;;5;2;5;;9;14,6279158032689
76;;5;2;5;;11;215,2688735538327
76;;5;2;6;;1;10,3918078645174
76;;5;2;6;;2;11,5696732152063
76;;5;2;6;;3;45,7976104341093
76;;5;2;6;;4;72,3305268355311
76;;5;2;6;;5;33,8243112959045
76;;5;2;6;;7;10,3628676129516
76;;5;2;6;;8;19,3421600111777
76;;5;2;6;;11;18,4474231803291
76;;5;2;7;;10;327,6853303303974
76;;5;2;8;;10;309,8242283326716
76;;5;2;;2;1;42,4058157632349
76;;5;2;;2;2;1256,345465246342
76;;5;2;;2;3;2176,2857458033102
76;;5;2;;2;4;386,7426339427928
76;;5;2;;2;5;178,7484292612194
76;;5;2;;2;7;23,586127086698
76;;5;2;;2;11;515,3361808009186
76;;5;2;;3;2;101,5323629888554
76;;5;2;;3;3;322,5486424811118
76;;5;2;;3;4;354,3311032936711
76;;5;2;;3;5;186,4967352676789
76;;5;2;;3;6;59,3209841702767
76;;5;2;;3;7;42,8942326515902
76;;5;2;;3;8;8,9653574082829
76;;5;2;;3;9;11,0193090420718
76;;5;2;;3;11;207,9856003390533
76;;5;2;;4;1;535,3766191999671
76;;5;2;;4;2;1134,5557289561097
76;;5;2;;4;3;471,3218919508466
76;;5;2;;4;4;65,3709565437232
76;;5;2;;4;5;35,0418124738795
76;;5;2;;4;6;9,7052762515921
76;;5;2;;4;10;147,7209822164728
76;;5;2;;4;11;47,1990261470559
