INDICADORA_GEOG1;INDICADORA_A00;INDICADORA_A01;INDICADORA_B00;INDICADORA_B01;INDICADORA_C00;INDICADORA_C01;INDICADORA_D00;INDICADORA_D01;INDICADORA_E00;INDICADORA_E01;INDICADORA_E02;V884;V878;V1883
76;9999;;9999;;9999;;;2;;;9;178,2114906981188;1240,887374753697626913945431554321845678;767,9131005803812
76;9999;;9999;;9999;;;2;;;10;157,4177767926622;1861,058208634378447932173707177121715192;785,095999402465
76;9999;;9999;;9999;;;3;9999;;;100481,7421892482882;3188,922287920173999189619268416110523268;441480,4522338465752
76;9999;;9999;;9999;;;3;;1;;89752,1320975318769;3281,343131536735727630387467396552995873;389167,1853073241036
76;9999;;9999;;9999;;;3;;6;;2852,4542413331214;3030,78836949744242552751775511790849685;13512,6509302837208
76;9999;;9999;;9999;;;3;;11;;7877,1558503832899;2193,144351375505297013479517770139477053;38800,6159962387508
76;9999;;9999;;9999;;;3;;;2;38794,0978702544555;3978,463850178948980693768364915533395385;167179,9656227421552
76;9999;;9999;;9999;;;3;;;3;48219,6605608124561;2631,370619308879458098817506485220295671;210076,3211932898647
76;9999;;9999;;9999;;;3;;;4;2370,9896038302575;5317,859203681586994457746167497216904219;10226,9129402096659
76;9999;;9999;;9999;;;3;;;5;367,3840626347078;1835,243635056101234270579514194700889938;1683,9855510824178
76;9999;;9999;;9999;;;3;;;7;964,148428418781;3118,478212191875917387352740091390816593;4405,8342461194403
76;9999;;9999;;9999;;;3;;;8;1743,8477189314546;3070,796699031575520473412940640522912185;8341,9733005670903
76;9999;;9999;;9999;;;3;;;9;74,0556608063035;2488,773485684076250022340295665610723256;324,5067756551348
76;9999;;9999;;9999;;;3;;;10;70,4024331765823;1409,037775388556698530649707703301306638;440,3366079420554
76;9999;;9999;;9999;;;4;9999;;;16104,6061007899401;4289,941196895570564531236395697820803482;87430,7008278862965
76;9999;;9999;;9999;;;4;;1;;14344,3864662955079;4527,034421189747586208578534910580120113;76978,6794768217831
76;9999;;9999;;9999;;;4;;6;;346,256701011761;3001,87219107472532513030023771624433892;1920,4189780048407
76;9999;;9999;;9999;;;4;;11;;1413,9629334826712;2200,102599849385733230941188242974782099;8531,6023730596727
76;9999;;9999;;9999;;;4;;;2;5319,9156298312219;6136,094085529012506684588948218801398916;28409,3827761162065
76;9999;;9999;;9999;;;4;;;3;8657,281578699539;3564,233001057537466476663478374664147605;46461,4889228467959
76;9999;;9999;;9999;;;4;;;4;331,0279769968958;3553,461500506954468352606003632920004089;1883,7088081258213
76;9999;;9999;;9999;;;4;;;5;36,1612807678512;7222,215928315298490097255296843319805397;224,0989697329594
76;9999;;9999;;9999;;;4;;;7;66,2066490467796;7048,734551939021570992263126285251619632;344,6044073104325
76;9999;;9999;;9999;;;4;;;8;253,4404464379354;2135,852167495845346195610664194012527629;1370,4801885833922
76;9999;;9999;;9999;;;4;;;9;7,5893114596652;1359,993435613804391451803944050816957836;34,1517355045888
76;9999;;9999;;9999;;;4;;;10;19,0202940673808;1110;171,1826466064272
76;9999;;9999;;9999;;;5;9999;;;1743,4003643286913;9003,201153908612897915098717615914707288;11950,6370314761474
76;9999;;9999;;9999;;;5;;1;;1531,9097285812944;7774,760437724040828213518806760994413722;10286,7980419382407
76;9999;;9999;;9999;;;5;;6;;38,1926996879555;21357,2102943891635759587395884097462472;256,3162908294061
76;9999;;9999;;9999;;;5;;11;;173,2979360594414;17139,6357539158900755585687510017020136;1407,5226987085006
76;9999;;9999;;9999;;;5;;;2;716,7573693856317;5837,576712613951342765016623041156259293;4930,9832152128957
76;9999;;9999;;9999;;;5;;;3;801,5445501929869;9620,0269827962139920654507973819596846;5270,7218126544488
76;9999;;9999;;9999;;;5;;;4;13,6078090026758;1118,829860533718768332497562222978219565;85,0930140708962
76;9999;;9999;;9999;;;5;;;7;29,9254975223365;27005,9458283754648023643192712832721527;214,9802800013111
76;9999;;9999;;9999;;;5;;;8;8,267202165619;910;41,336010828095
76;9999;;9999;;9999;;;6;9999;;;299,9208993153715;7571,289654222187782964291880189639013141;2901,8278712935279
76;9999;;9999;;9999;;;6;;1;;223,9243765532883;8981,903743718255205831145860598647910209;1987,6478674819907
76;9999;;9999;;9999;;;6;;6;;19,9393640793959;5091,536048718491213137567652150339020173;162,1965762558549
76;9999;;9999;;9999;;;6;;11;;56,0571586826873;2818,530562587357253461833767932456581573;751,9834275556823
76;9999;;9999;;9999;;;6;;;2;75,886727208505;9546,582626962271649497171616343293236699;620,5490274976574
76;9999;;9999;;9999;;;6;;;3;136,8658927533738;9125,345129056432460990829347168446683358;1273,2980384008347
76;9999;;9999;;9999;;;6;;;4;4,4791910826491;1400;26,8751464958946
76;9999;;9999;;9999;;;6;;;5;6,6925655087604;4720;66,925655087604
76;9999;;9999;;9999;;;6;;;8;19,9393640793959;5091,536048718491213137567652150339020173;162,1965762558549
76;9999;;9999;;;1;9999;;9999;;;5389,9860150653895;968,04778777289889185017190214571701155;14618,0806309859269
76;9999;;9999;;;1;9999;;;1;;1452,3950058410113;1148,124357981213422331037501817850936665;3592,5156521657283
76;9999;;9999;;;1;9999;;;6;;657,2736482074568;1021,520645650485294093848111251573212553;1918,6532523253902
76;9999;;9999;;;1;9999;;;11;;3280,3173610169214;877,602693910139596970315508391392653168;9106,9117264948084
76;9999;;9999;;;1;9999;;;;2;643,968081761681;1056,575980403741119693940327782177510122;1609,1904365209698
76;9999;;9999;;;1;9999;;;;3;703,4416109505321;1233,475988926396615983827682834967221511;1710,5950377124964
76;9999;;9999;;;1;9999;;;;4;104,9853131287982;1137,783333698663349506924060678252142259;272,7301779322621
76;9999;;9999;;;1;9999;;;;7;311,571862011992;924,666716425981369385081478950541762672;1014,1604471582463
76;9999;;9999;;;1;9999;;;;8;258,8175585058189;943,448300243496352608214249396870274952;619,0710080963555
76;9999;;9999;;;1;9999;;;;9;81,7241648042746;1696,211632220918503126855592735698940827;264,7815455293032
76;9999;;9999;;;1;9999;;;;10;5,1600628853713;100;20,6402515414852
76;9999;;9999;;;1;;1;9999;;;5389,9860150653895;968,04778777289889185017190214571701155;14618,0806309859269
76;9999;;9999;;;1;;1;;1;;1452,3950058410113;1148,124357981213422331037501817850936665;3592,5156521657283
76;9999;;9999;;;1;;1;;6;;657,2736482074568;1021,520645650485294093848111251573212553;1918,6532523253902
76;9999;;9999;;;1;;1;;11;;3280,3173610169214;877,602693910139596970315508391392653168;9106,9117264948084
76;9999;;9999;;;1;;1;;;2;643,968081761681;1056,575980403741119693940327782177510122;1609,1904365209698
76;9999;;9999;;;1;;1;;;3;703,4416109505321;1233,475988926396615983827682834967221511;1710,5950377124964
76;9999;;9999;;;1;;1;;;4;104,9853131287982;1137,783333698663349506924060678252142259;272,7301779322621
76;9999;;9999;;;1;;1;;;7;311,571862011992;924,666716425981369385081478950541762672;1014,1604471582463
76;9999;;9999;;;1;;1;;;8;258,8175585058189;943,448300243496352608214249396870274952;619,0710080963555
76;9999;;9999;;;1;;1;;;9;81,7241648042746;1696,211632220918503126855592735698940827;264,7815455293032
76;9999;;9999;;;1;;1;;;10;5,1600628853713;100;20,6402515414852
76;9999;;9999;;;2;9999;;9999;;;20239,4243861250602;1233,643964316578415482303620096841819976;53603,3291058494472
76;9999;;9999;;;2;9999;;;1;;12691,6538556890008;1403,283965083170487045285357562992624842;30766,2702311362931
76;9999;;9999;;;2;9999;;;6;;1215,132333098213;974,353257925919884463580996973749623321;3935,9592565432771
76;9999;;9999;;;2;9999;;;11;;6332,6381973378464;943,411111668548859385086827285964747453;18901,099618169877
76;9999;;9999;;;2;9999;;;;2;6066,7217141313918;1367,911023129476023009018559422915971788;14645,6162909543837
76;9999;;9999;;;2;9999;;;;3;6084,7618727318237;1423,173369546395057702447069108653145799;14505,5970400924957
76;9999;;9999;;;2;9999;;;;4;488,744348109442;1505,672056987611641575774921744290004586;1467,8908660044364
76;9999;;9999;;;2;9999;;;;5;51,4259207163433;2249,820172030954848465095066836215375609;147,1660340849773
76;9999;;9999;;;2;9999;;;;7;446,6146580623918;1018,635759837431701355791436597564005268;1460,1709251486154
76;9999;;9999;;;2;9999;;;;8;622,1295060250324;1018,142303280748547565842328105095225151;1996,226726126767
76;9999;;9999;;;2;9999;;;;9;127,9018118932579;649,061835061547097583911996844983656357;369,8680165734437
76;9999;;9999;;;2;9999;;;;10;18,4863571175309;681,471908011897970305583779530572917442;109,693588694451
76;9999;;9999;;;2;;1;9999;;;19441,639132273395;1240,870089013163871522180564221841531332;49832,4691834759955
76;9999;;9999;;;2;;1;;1;;12504,9180156566106;1407,904580284554325500438765859478655821;29833,4512035911257
76;9999;;9999;;;2;;1;;6;;1105,6231708334073;991,71950819505601218345532279087403239;3331,7137436874561
76;9999;;9999;;;2;;1;;11;;5831,0979457833771;929,90190072063460165887873035766892627;16667,3042361974137
76;9999;;9999;;;2;;1;;;2;5979,1802654530737;1364,381607275000003897686271001575307039;14199,7464877118923
76;9999;;9999;;;2;;1;;;3;5985,5674813777516;1436,164576634155961395822240322878738154;14018,6478157898197
76;9999;;9999;;;2;;1;;;4;488,744348109442;1505,672056987611641575774921744290004586;1467,8908660044364
76;9999;;9999;;;2;;1;;;5;51,4259207163433;2249,820172030954848465095066836215375609;147,1660340849773
76;9999;;9999;;;2;;1;;;7;394,8098691756247;1057,050815865049544085599930468885360845;1155,2260578762545
76;9999;;9999;;;2;;1;;;8;577,4736064377762;1026,221431941049414414775457885211772248;1768,5544859505184
76;9999;;9999;;;2;;1;;;9;127,9018118932579;649,061835061547097583911996844983656357;369,8680165734437
76;9999;;9999;;;2;;1;;;10;5,4378833267485;644;38,0651832872395
76;9999;;9999;;;2;;2;9999;;;797,7852538516652;1057,546815368843727648511237802342715095;3770,8599223734517
76;9999;;9999;;;2;;2;;1;;186,7358400323902;1093,860694942959171729747025722749033541;932,8190275451674
76;9999;;9999;;;2;;2;;6;;109,5091622648057;799,020634691895680983918769007443428613;604,245512855821
76;9999;;9999;;;2;;2;;11;;501,5402515544693;1100,474342313321968947158315321829258155;2233,7953819724633
76;9999;;9999;;;2;;2;;;2;87,5414486783181;1608,974130312061602837206513656382155673;445,8698032424914
76;9999;;9999;;;2;;2;;;3;99,1943913540721;639,260633887942363716564201698786661432;486,949224302676
76;9999;;9999;;;2;;2;;;7;51,8047888867671;725,870485225681914591161015378510201793;304,9448672723609
76;9999;;9999;;;2;;2;;;8;44,6558995872562;913,665994272069075007603113611485559665;227,6722401762486
76;9999;;9999;;;2;;2;;;10;13,0484737907824;697,088130036522612125308542178031887406;71,6284054072115
76;9999;;9999;;;3;9999;;9999;;;39436,9220196937824;1360,922326795960971882609282257154208206;111265,9375133787901
76;9999;;9999;;;3;9999;;;1;;29311,0570576245378;1422,688128957780298706427222092202046402;78381,3000309466696
76;9999;;9999;;;3;9999;;;6;;2085,5781809993856;1147,963628918567665938583947994396795033;6662,4316340489969
76;9999;;9999;;;3;9999;;;11;;8040,286781069859;1190,993196799667051834325865624357737614;26222,2058483831236
76;9999;;9999;;;3;9999;;;;2;13470,7432380273705;1468,940667568192648425441303264507479792;34928,8567514451552
76;9999;;9999;;;3;9999;;;;3;14525,9254290519415;1386,734586002121934864104057181874173802;39614,1911126402004
76;9999;;9999;;;3;9999;;;;4;1206,6560754598367;1364,059665356536379083282689321722648249;3493,8153292375012
76;9999;;9999;;;3;9999;;;;5;107,7323150853891;1143,726370635166161287787542086893619523;344,4368376238128
76;9999;;9999;;;3;9999;;;;7;844,4877659494514;1268,364911004778829016708529933202126218;2746,5773541370508
76;9999;;9999;;;3;9999;;;;8;1076,0195817423575;1066,682039909771535800408242860822472199;3305,6302262904097
76;9999;;9999;;;3;9999;;;;9;123,8648415761478;1149,664127011529968244874541611413940898;330,5042861226093
76;9999;;9999;;;3;9999;;;;10;41,2059917314289;797,833474577050745046510550042355237716;279,7197674989271
76;9999;;9999;;;3;;1;9999;;;29494,60518043605;1343,390369623713094186452842874772709124;71564,3406366420673
76;9999;;9999;;;3;;1;;1;;23250,9163531756564;1396,872862233483373826766196662758086791;55396,1809438715099
76;9999;;9999;;;3;;1;;6;;1236,7141680441096;1130,503684763957189958007947664935502406;2940,4773878956985
76;9999;;9999;;;3;;1;;11;;5006,974659216284;1147,616064900442560741762420250453409914;13227,6823048748589
76;9999;;9999;;;3;;1;;;2;11214,0405074279813;1426,163494437299682534326849955560937241;26116,4053751270073
76;9999;;9999;;;3;;1;;;3;11047,0559954276993;1372,69554649725463656889943554755443327;26754,2619147578575
76;9999;;9999;;;3;;1;;;4;935,1326583133864;1344,371206980005563853252983454309986494;2414,147242919935
76;9999;;9999;;;3;;1;;;5;54,6871920065894;1172,283477208944267156364193027132455191;111,3664110667101
76;9999;;9999;;;3;;1;;;7;477,2217664308851;1051,446209153896398606643677054613805163;1140,6607533984225
76;9999;;9999;;;3;;1;;;8;663,8672407777707;1170,039025743075283426382534942926325646;1632,7486481553762
76;9999;;9999;;;3;;1;;;9;95,6251608354538;1250,573866407274501076392138142556811394;167,0679863418998
76;9999;;9999;;;3;;2;9999;;;9742,807669438091;1397,96493550058728815511961168581244362;38673,6721383840112
76;9999;;9999;;;3;;2;;1;;6002,6740417050822;1530,294134965838767151406193973543263343;22725,4276132820276
76;9999;;9999;;;3;;2;;6;;791,950860318297;1175,053919687179603827098304610271009665;3384,9764383652998
76;9999;;9999;;;3;;2;;11;;2948,1827674147118;1188,413992231362851371197061018136803549;12563,2680867366838
76;9999;;9999;;;3;;2;;;2;2233,5012653552675;1694,359609392678081456151196626377019201;8715,2158724552046
76;9999;;9999;;;3;;2;;;3;3450,1824510043914;1437,402090502151044144815532801729637303;12764,4118065100745
76;9999;;9999;;;3;;2;;;4;271,5234171464503;1431,867151772366563001788479770123018896;1079,6680863175662
76;9999;;9999;;;3;;2;;;5;47,466908198973;1125,365459387366391114364286395094343266;166,1318479991823
76;9999;;9999;;;3;;2;;;7;347,7855485941184;1579,132306686729445592060658460592125848;1497,4522971639087
76;9999;;9999;;;3;;2;;;8;391,1661758742475;872,759062810489241907449708517145842053;1568,4798450902675
76;9999;;9999;;;3;;2;;;9;28,239680740694;807,9637321598047630718751353145828325;163,4362997807095
76;9999;;9999;;;3;;2;;;10;24,7594551092371;693,678598810432371547956850664874598744;155,6079963304141
76;9999;;9999;;;3;;3;9999;;;199,5091698196414;2143,839436789168733166916427338946942398;1027,9247383527116
76;9999;;9999;;;3;;3;;1;;57,4666627437992;627,528473379597609532880154193249776978;259,6914737931321
76;9999;;9999;;;3;;3;;6;;56,913152636979;1150,402102669545458379384847055348814761;336,9778077879986
76;9999;;9999;;;3;;3;;11;;85,1293544388632;3831,588419828741412639112610635793084205;431,2554567715809
76;9999;;9999;;;3;;3;;;2;23,2014652441217;444,499354623008844507371485543038356315;97,2355038629433
76;9999;;9999;;;3;;3;;;3;28,6869826198508;699,242297557376808240822945769593483426;95,5173913722684
76;9999;;9999;;;3;;3;;;5;5,5782148798267;1020;66,9385785579204
76;9999;;9999;;;3;;3;;;7;19,4804509244479;1034,177153188832214173992703171754807386;108,4643035747196
76;9999;;9999;;;3;;3;;;8;20,9861650903393;1411,708981928169914269542799450470925851;104,401733044766
76;9999;;9999;;;3;;3;;;10;16,4465366221918;954,633537118612174612567508190923575467;124,111771168513
76;9999;;9999;;;4;9999;;9999;;;71976,4520530917534;1475,723837488459144983432244320194724227;232434,3952573613293
76;9999;;9999;;;4;9999;;;1;;55671,3329323493469;1554,3242870249222052582761609536929261;173537,7498598482544
76;9999;;9999;;;4;9999;;;6;;3489,2971953085093;1564,166680993409537694423853429478277237;12993,5423954569962
76;9999;;9999;;;4;9999;;;11;;12815,8219254338972;1110,207276177070985476192327414898867867;45903,1030020560787
76;9999;;9999;;;4;9999;;;;2;23455,5658678126806;1772,97137899533768488107060227114667437;71442,3666947500281
76;9999;;9999;;;4;9999;;;;3;30028,1564390707784;1404,927207484746179020589511090991193012;95243,1154577651882
76;9999;;9999;;;4;9999;;;;4;1918,5108821476249;1281,296213135225582976669108533952803776;5916,7992721052933
76;9999;;9999;;;4;9999;;;;5;269,099743318263;1113,725350757427364365371745208183614857;935,4684352277448
76;9999;;9999;;;4;9999;;;;7;1110,273072064772;2075,501100016711373731054130168701562349;3937,8931257137682
76;9999;;9999;;;4;9999;;;;8;2178,3502974541298;1326,846337779675387944909382041255732579;8211,97556474377
76;9999;;9999;;;4;9999;;;;9;137,2111250529554;1048,268414777524148920798497091540844572;524,126878424447
76;9999;;9999;;;4;9999;;;;10;63,4627007366521;1879,832186210053429506987569729552037415;319,546826575011
76;9999;;9999;;;4;;1;9999;;;24038,0783936226987;1376,253656494908466630790804294304523786;51237,2565696545195
76;9999;;9999;;;4;;1;;1;;19826,2702222055769;1424,941229674006667284968355696621191187;42819,8991784619415
76;9999;;9999;;;4;;1;;6;;827,4543984930591;1663,0288095851355532608839801358895908;1791,9761342272033
76;9999;;9999;;;4;;1;;11;;3384,3537729240627;1020,916589272113227600964884056848495044;6625,3812569653747
76;9999;;9999;;;4;;1;;;2;9084,2534848685297;1525,126203709305186505319480928312108164;19484,6543845281862
76;9999;;9999;;;4;;1;;;3;9936,6181749064979;1350,836910101991155230441103992150954029;21522,2548127836471
76;9999;;9999;;;4;;1;;;4;751,1671446408541;1210,910120775356343686962043413338187665;1712,4585089456385
76;9999;;9999;;;4;;1;;;5;54,2314177896952;1185,481624765653905638533948983793018915;100,5314722044697
76;9999;;9999;;;4;;1;;;7;276,0466538922054;2401,03539196766439510256696103377932825;648,4168593344959
76;9999;;9999;;;4;;1;;;8;490,5725296400888;1306,455232429058915813776831860592349285;985,2610212237842
76;9999;;9999;;;4;;1;;;9;43,5843459548792;1150,820295231222220865008083021501727074;115,6578842352116
76;9999;;9999;;;4;;1;;;10;17,2508690058857;1287,698571090908667854949153785013715284;42,6403694337116
76;9999;;9999;;;4;;2;9999;;;43934,1152318621052;1511,853171981129310708949146821283331604;160498,4438497240128
76;9999;;9999;;;4;;2;;1;;33232,90893593448;1609,058115033267108501578197835465684481;117963,4033805106709
76;9999;;9999;;;4;;2;;6;;2274,3031106144605;1593,84280108484978351192715890819385195;9045,0826213447638
76;9999;;9999;;;4;;2;;11;;8426,9031853131647;1106,381290562317168683057453752451164231;33489,9578478685781
76;9999;;9999;;;4;;2;;;2;13526,0318971221508;1926,631421743377859130957881091330254317;47672,0459157761005
76;9999;;9999;;;4;;2;;;3;18455,9390843986373;1400,870584832033290450425789646842685654;65910,354494660767
76;9999;;9999;;;4;;2;;;4;1065,8893528286213;1266,381550210594551533226939427780774243;3733,3542608209065
76;9999;;9999;;;4;;2;;;5;185,0486015850706;1133,750557730096622230166069582030504354;647,6487092528969
76;9999;;9999;;;4;;2;;;7;752,9801798686132;1990,020963341933984246987765337279039837;2850,1226948506596
76;9999;;9999;;;4;;2;;;8;1393,6264780798124;1390,256925787493595781321145461232320394;5573,5665539930622
76;9999;;9999;;;4;;2;;;9;90,3554910826219;1029,512207306773031194313683647256526569;388,8412660965096
76;9999;;9999;;;4;;2;;;10;37,340961583413;2568,60962259671707035021149658606965531;232,5521064045324
76;9999;;9999;;;4;;3;9999;;;3906,8358779362032;1692,20635804214851873097888567608176188;20160,9598600939498
76;9999;;9999;;;4;;3;;1;;2576,8450608942579;1848,569656054572603357423289673480678565;12571,2722839122809
76;9999;;9999;;;4;;3;;6;;379,185282918865;1183,866058600827255641612333848099839642;2111,8247864117811
76;9999;;9999;;;4;;3;;11;;950,8055341230803;1471,163437715048327681484169100833845191;5477,8627897698878
76;9999;;9999;;;4;;3;;;2;829,9244088594403;1974,677860991864966749831118856592440718;4193,0765213022422
76;9999;;9999;;;4;;3;;;3;1615,6465434131709;1795,112998237159379801708550806391479727;7719,9210065009122
76;9999;;9999;;;4;;3;;;4;101,4543846781495;1959,128922396074301151573801987805691757;470,9865023387483
76;9999;;9999;;;4;;3;;;5;29,8197239434972;858,958370489230410585922527091607667588;187,2882537703782
76;9999;;9999;;;4;;3;;;7;81,2462383039534;1761,667452281901153498065792662806232289;439,3535715286127
76;9999;;9999;;;4;;3;;;8;285,7968864521039;1063,519354737895015054552364518338955054;1608,4891360536756
76;9999;;9999;;;4;;3;;;9;3,2712880154543;200;19,6277280927258
76;9999;;9999;;;4;;3;;;10;8,8708701473534;132;44,354350736767
76;9999;;9999;;;4;;4;9999;;;97,4225496707463;1044,611998516764875031903261968525429125;537,7349778888472
76;9999;;9999;;;4;;4;;1;;35,3087133150321;1214,306499630646338701392473908325574497;183,1750169633611
76;9999;;9999;;;4;;4;;6;;8,3544032821247;954,668178894024531732189265039718967046;44,658853473248
76;9999;;9999;;;4;;4;;11;;53,7594330735895;947,135755753357119707500007287742938317;309,9011074522381
76;9999;;9999;;;4;;4;;;2;15,3560769625598;2142,637730408060323872031908789832785514;92,5898731434992
76;9999;;9999;;;4;;4;;;3;19,9526363524723;499,838217107196642505133299877665486682;90,5851438198619
76;9999;;9999;;;4;;4;;;8;8,3544032821247;954,668178894024531732189265039718967046;44,658853473248
76;9999;;9999;;;5;9999;;9999;;;120777,9021689155546;1824,346848777441892287515234326399389996;410878,0829169045212
76;9999;;9999;;;5;9999;;;1;;106706,8778857364964;1857,545811143932032013996303576481563673;356811,4717847072281
76;9999;;9999;;;5;9999;;;6;;3363,4481259434138;1771,412014150754602961026142525402283402;12598,6833150257505
76;9999;;9999;;;5;9999;;;11;;10707,5761572356444;1510,12876585692970257777670778922682701;41467,9278171715426
76;9999;;9999;;;5;9999;;;;2;45637,4528653118026;2125,260262079004263843835910037316364354;150051,2164295159399
76;9999;;9999;;;5;9999;;;;3;57460,0645504926716;1653,02218149152420759174173921471942465;194382,3436030623777
76;9999;;9999;;;5;9999;;;;4;3251,3136557330359;1738,248508938857052727614148128832531254;11137,5886184047593
76;9999;;9999;;;5;9999;;;;5;358,0468141989863;1639,720311406453029347112457664339603272;1240,3231337241512
76;9999;;9999;;;5;9999;;;;7;1157,7482973160989;1925,8897586544453853496485286394681561;4142,8992249198854
76;9999;;9999;;;5;9999;;;;8;1977,2459424446648;1680,602154467825495835052405159825883345;7548,8994438006291
76;9999;;9999;;;5;9999;;;;9;89,0746325013182;1794,244902544842202626717421579005235805;335,8966634624852
76;9999;;9999;;;5;9999;;;;10;139,3792536813319;1761,893020556350712452179034268487573554;570,9879828427508
76;9999;;9999;;;5;;1;9999;;;16922,8516937031899;1601,513394006651192143128022203485313046;29269,4938096875046
76;9999;;9999;;;5;;1;;1;;15211,6488246184061;1640,934734248009977267350023409731156353;26338,9158226030782
76;9999;;9999;;;5;;1;;6;;474,0426520008567;1622,642922664746620749546206593249469385;769,5868885383424
76;9999;;9999;;;5;;1;;11;;1237,1602170839271;1108,707471759153376613081277770877647202;2160,991098546084
76;9999;;9999;;;5;;1;;;2;7010,0985298832933;1944,412410557359973594436003345347239265;12015,379372062443
76;9999;;9999;;;5;;1;;;3;7691,2387685848776;1378,360628658199305700699210143167502774;13253,7352021469264
76;9999;;9999;;;5;;1;;;4;422,0076496946934;1376,582648254550093955862230732890381806;847,9707195651064
76;9999;;9999;;;5;;1;;;5;88,3038764555418;1682,499506255681445072418047483097483706;221,8305288286024
76;9999;;9999;;;5;;1;;;7;186,535457802125;1405,826184588407070442505623053236345884;305,1935991723379
76;9999;;9999;;;5;;1;;;8;253,573778377193;1628,195353753488142735565295624313013342;426,1606924106198
76;9999;;9999;;;5;;1;;;9;12,2672920202599;5000;12,2672920202599
76;9999;;9999;;;5;;1;;;10;21,6661238012788;1512,103216511149927368435948514299734087;25,9653049351248
76;9999;;9999;;;5;;2;9999;;;84912,1217644989142;1829,867676731478974526001052485106757692;292890,5016196323999
76;9999;;9999;;;5;;2;;1;;76100,3602246291862;1855,250386959905975726806399391153011363;259605,5940503789476
